2024-04-03 10:38:27.7518 | INFO | LogLevel_Demo.Program | Hello 
2024-04-03 11:44:01.0650 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - 
2024-04-03 11:44:01.2140 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - - 200 - application/json;charset=utf-8 148.7030ms 
2024-04-03 11:45:48.8568 | INFO | LogLevel_Demo.Program | Hello 
2024-04-03 11:45:52.5556 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/index.html - - 
2024-04-03 11:45:53.1498 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/index.html - - - 200 - text/html;charset=utf-8 607.4933ms 
2024-04-03 11:45:53.1645 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_vs/browserLink - - 
2024-04-03 11:45:53.1645 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - 
2024-04-03 11:45:53.1645 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_framework/aspnetcore-browser-refresh.js - - - 200 11996 application/javascript;+charset=utf-8 4.7414ms 
2024-04-03 11:45:53.2231 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/_vs/browserLink - - - 200 - text/javascript;+charset=UTF-8 58.3164ms 
2024-04-03 11:45:53.4632 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - 
2024-04-03 11:45:53.6156 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 GET https://localhost:7054/swagger/v1/swagger.json - - - 200 - application/json;charset=utf-8 152.3501ms 
2024-04-03 11:46:12.8552 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request starting HTTP/2 PUT https://localhost:7054/api/CLOrderService/updateOrderStatus/4/0 - 0 
2024-04-03 11:46:12.9123 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executing endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo)' 
2024-04-03 11:46:12.9776 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Route matched with {action = "UpdateOrderStatus", controller = "CLOrderService"}. Executing controller action with signature System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.IActionResult] UpdateOrderStatus(Int32, LogLevel_Demo.Enum.enmOrderStatus) on controller LogLevel_Demo.Controllers.CLOrderServiceController (LogLevel_Demo). 
2024-04-03 11:46:13.6484 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo) - Validation state: Valid 
2024-04-03 11:46:15.2990 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action method LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo), returned result Microsoft.AspNetCore.Mvc.NotFoundObjectResult in 1621.5892ms. 
2024-04-03 11:46:15.3011 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | Executing NotFoundObjectResult, writing value of type 'System.String'. 
2024-04-03 11:46:15.3170 | INFO | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executed action LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo) in 2338.5044ms 
2024-04-03 11:46:15.3170 | INFO | Microsoft.AspNetCore.Routing.EndpointMiddleware | Executed endpoint 'LogLevel_Demo.Controllers.CLOrderServiceController.UpdateOrderStatus (LogLevel_Demo)' 
2024-04-03 11:46:15.3170 | INFO | Microsoft.AspNetCore.Hosting.Diagnostics | Request finished HTTP/2 PUT https://localhost:7054/api/CLOrderService/updateOrderStatus/4/0 - 0 - 404 - text/plain;+charset=utf-8 2469.7234ms 
