2024-06-13 10:07:40.5845 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCA7DJ5BC" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-06-13 10:11:37.8984 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-06-13 10:11:37.8984 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-06-13 10:11:37.8984 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-06-13 10:11:37.8984 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-06-13 10:11:37.8984 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 1 with length 995 and flags NONE. 
2024-06-13 10:11:37.8984 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 1 with length 65 and flags NONE. 
2024-06-13 10:11:37.8984 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 1 with length 16 and flags NONE. 
2024-06-13 10:11:37.9157 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" received HEADERS frame for stream ID 3 with length 115 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-06-13 10:11:37.9157 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM. 
2024-06-13 10:11:37.9157 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" received HEADERS frame for stream ID 5 with length 58 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-06-13 10:11:37.9480 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-06-13 10:11:37.9480 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-06-13 10:11:37.9480 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending HEADERS frame for stream ID 3 with length 90 and flags END_HEADERS. 
2024-06-13 10:11:37.9705 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 3 with length 11996 and flags NONE. 
2024-06-13 10:11:37.9705 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM. 
2024-06-13 10:11:38.0889 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending HEADERS frame for stream ID 5 with length 119 and flags END_HEADERS. 
2024-06-13 10:11:38.0889 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 9986 and flags NONE. 
2024-06-13 10:11:38.0889 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.0889 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.0889 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.0889 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.0889 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.0889 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.0889 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.0889 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.0889 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.0889 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.0889 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.0889 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.0889 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.0889 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.0889 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.0889 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.0889 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.0889 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2510 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2510 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2510 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2510 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2510 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2510 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2510 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2510 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2510 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2510 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2510 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2510 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2510 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 9517 and flags NONE. 
2024-06-13 10:11:38.2570 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM. 
2024-06-13 10:11:38.3378 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" received HEADERS frame for stream ID 7 with length 74 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-06-13 10:11:38.3378 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-06-13 10:11:38.5543 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending HEADERS frame for stream ID 7 with length 35 and flags END_HEADERS. 
2024-06-13 10:11:38.5543 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 7 with length 3391 and flags NONE. 
2024-06-13 10:11:38.5543 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFS" sending DATA frame for stream ID 7 with length 0 and flags END_STREAM. 
2024-06-13 10:11:46.4961 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFT" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-06-13 10:11:46.4961 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFT" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-06-13 10:11:46.4961 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFT" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2024-06-13 10:11:46.4961 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFT" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-06-13 10:11:46.4961 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFT" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-06-13 10:11:46.4961 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFT" received HEADERS frame for stream ID 1 with length 415 and flags END_HEADERS, PRIORITY. 
2024-06-13 10:11:46.4961 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFT" received DATA frame for stream ID 1 with length 91 and flags END_STREAM. 
2024-06-13 10:11:46.4961 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-06-13 10:11:46.4961 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFT" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-06-13 10:11:47.8163 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-06-13 10:11:47.8200 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-06-13 10:11:47.8200 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. 
2024-06-13 10:11:47.8200 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. 
2024-06-13 10:11:47.8200 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method LogLevel_Demo.Controllers.CLOrderServiceController.PlaceOrder (LogLevel_Demo) with arguments (LogLevel_Demo.Model.ORD01) 
2024-06-13 10:11:47.8402 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. 
2024-06-13 10:11:47.8402 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. 
2024-06-13 10:11:47.8402 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-06-13 10:11:47.8402 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-06-13 10:11:47.8402 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter. 
2024-06-13 10:11:47.8402 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter. 
2024-06-13 10:11:47.8402 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Before executing action result Microsoft.AspNetCore.Mvc.OkObjectResult. 
2024-06-13 10:11:47.8511 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFT" sending HEADERS frame for stream ID 1 with length 68 and flags END_HEADERS. 
2024-06-13 10:11:47.8511 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFT" sending DATA frame for stream ID 1 with length 41 and flags NONE. 
2024-06-13 10:11:47.8511 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | After executing action result Microsoft.AspNetCore.Mvc.OkObjectResult. 
2024-06-13 10:11:47.8511 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter. 
2024-06-13 10:11:47.8511 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter. 
2024-06-13 10:11:47.8709 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BCCDP5AFT" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM. 
2024-06-13 11:00:44.5230 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BD7S6JH4F" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-06-13 11:00:44.5469 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BD7S6JH4F" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-06-13 11:00:44.5469 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BD7S6JH4F" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2024-06-13 11:00:44.5469 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BD7S6JH4F" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-06-13 11:00:44.5469 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BD7S6JH4F" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-06-13 11:00:44.5469 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BD7S6JH4F" received HEADERS frame for stream ID 1 with length 469 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-06-13 11:00:44.6040 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BD7S6JH4F" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-06-13 11:00:44.6915 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-06-13 11:00:45.2958 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BD7S6JH4F" sending HEADERS frame for stream ID 1 with length 66 and flags END_HEADERS. 
2024-06-13 11:00:45.5565 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BD7S6JH4F" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-06-13 11:00:45.5565 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BD7S6JH4F" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-06-13 11:00:45.5565 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BD7S6JH4F" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-06-13 11:00:45.5565 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BD7S6JH4F" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-06-13 11:00:45.5565 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BD7S6JH4F" sending DATA frame for stream ID 1 with length 995 and flags NONE. 
2024-06-13 11:00:45.5565 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BD7S6JH4F" sending DATA frame for stream ID 1 with length 65 and flags NONE. 
2024-06-13 11:00:45.5565 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN4BD7S6JH4F" sending DATA frame for stream ID 1 with length 16 and flags NONE. 
