2024-05-08 11:27:18.3280 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3F4ERVO1K9" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-05-08 17:45:36.3207 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Authorization Filter: Before executing OnAuthorization on filter Job_Finder.Filters.AuthenticationFilter. 
2024-05-08 17:47:18.5578 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IA" sending HEADERS frame for stream ID 1 with length 68 and flags END_HEADERS. 
2024-05-08 17:47:18.5578 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IA" sending DATA frame for stream ID 1 with length 3177 and flags NONE. 
2024-05-08 17:47:18.5578 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IA" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM. 
2024-05-08 17:47:18.5856 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IA" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-08 17:48:53.3538 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IB" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-05-08 17:48:53.3538 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IB" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-08 17:48:53.3538 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IB" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2024-05-08 17:48:53.3538 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IB" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-08 17:48:53.3538 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IB" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-08 17:48:53.3538 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IB" received HEADERS frame for stream ID 1 with length 409 and flags END_HEADERS, PRIORITY. 
2024-05-08 17:48:53.3538 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IB" received DATA frame for stream ID 1 with length 102 and flags END_STREAM. 
2024-05-08 17:48:53.3538 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-08 17:48:53.3686 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IB" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-08 17:48:53.3840 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Authorization Filter: Before executing OnAuthorization on filter Job_Finder.Filters.AuthenticationFilter. 
2024-05-08 17:49:13.8713 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IB" sending HEADERS frame for stream ID 1 with length 68 and flags END_HEADERS. 
2024-05-08 17:49:13.8713 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IB" sending DATA frame for stream ID 1 with length 3245 and flags NONE. 
2024-05-08 17:49:13.8713 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IB" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM. 
2024-05-08 17:49:13.8882 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IB" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-08 17:50:02.3389 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IC" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-05-08 17:50:02.3389 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IC" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-08 17:50:02.3389 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IC" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2024-05-08 17:50:02.3389 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IC" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-08 17:50:02.3389 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IC" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-08 17:50:02.3389 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IC" received HEADERS frame for stream ID 1 with length 409 and flags END_HEADERS, PRIORITY. 
2024-05-08 17:50:02.3389 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IC" received DATA frame for stream ID 1 with length 102 and flags END_STREAM. 
2024-05-08 17:50:02.3389 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-08 17:50:02.3389 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Authorization Filter: Before executing OnAuthorization on filter Job_Finder.Filters.AuthenticationFilter. 
2024-05-08 17:50:05.4508 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB1MHH9IC" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-08 17:51:45.4973 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-05-08 17:51:45.4973 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-08 17:51:45.4973 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2024-05-08 17:51:45.4973 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-08 17:51:45.4973 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-08 17:51:45.4973 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" received HEADERS frame for stream ID 1 with length 454 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-08 17:51:45.6291 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-08 17:51:45.8969 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-08 17:51:46.6433 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending HEADERS frame for stream ID 1 with length 66 and flags END_HEADERS. 
2024-05-08 17:51:46.8883 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-08 17:51:46.8883 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-08 17:51:46.8883 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-08 17:51:46.8883 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-08 17:51:46.8883 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 1 with length 992 and flags NONE. 
2024-05-08 17:51:46.8883 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 1 with length 65 and flags NONE. 
2024-05-08 17:51:46.8883 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 1 with length 16 and flags NONE. 
2024-05-08 17:51:46.9218 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM. 
2024-05-08 17:51:46.9218 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" received HEADERS frame for stream ID 3 with length 109 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-08 17:51:46.9386 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" received HEADERS frame for stream ID 5 with length 57 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-08 17:51:46.9680 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-08 17:51:47.0268 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-08 17:51:47.0698 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending HEADERS frame for stream ID 3 with length 60 and flags END_HEADERS. 
2024-05-08 17:51:47.0698 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 3 with length 11990 and flags NONE. 
2024-05-08 17:51:47.2047 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM. 
2024-05-08 17:51:47.2278 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending HEADERS frame for stream ID 5 with length 119 and flags END_HEADERS. 
2024-05-08 17:51:47.2278 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 9986 and flags NONE. 
2024-05-08 17:51:47.2278 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.2278 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.2278 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.2278 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.2278 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.2278 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.2543 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.2543 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.2543 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.2543 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.2543 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.2543 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.2543 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.2543 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.2543 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.2543 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.2543 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.2543 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.2543 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.3325 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.3325 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.3325 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.3325 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.3325 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.3325 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.3325 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.3325 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.3325 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.3325 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.3325 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.3325 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.4314 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.4608 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.4608 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.4608 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.4608 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.4608 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.4608 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.4608 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.5073 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.5073 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.5073 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.5073 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.5073 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.5073 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.5073 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.6794 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.6794 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.6794 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.6794 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.6794 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.6794 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.6794 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.6794 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.6794 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.6794 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.6794 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.6794 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.8051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.8051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.8051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.8051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.8051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.8051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.8051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.8051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.8051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.8051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.8051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.8051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.8051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.8051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-08 17:51:47.8086 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 9517 and flags NONE. 
2024-05-08 17:51:47.8086 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM. 
2024-05-08 17:51:47.9010 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" received HEADERS frame for stream ID 7 with length 66 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-08 17:51:47.9086 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-08 17:51:48.4148 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending HEADERS frame for stream ID 7 with length 65 and flags END_HEADERS. 
2024-05-08 17:51:48.4148 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 7 with length 16384 and flags NONE. 
2024-05-08 17:51:48.4148 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 7 with length 443 and flags NONE. 
2024-05-08 17:51:48.4148 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P7" sending DATA frame for stream ID 7 with length 0 and flags END_STREAM. 
2024-05-08 17:52:20.9270 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P8" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-05-08 17:52:20.9270 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P8" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-08 17:52:20.9270 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P8" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2024-05-08 17:52:20.9270 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P8" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-08 17:52:20.9270 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P8" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-08 17:52:20.9270 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P8" received HEADERS frame for stream ID 1 with length 393 and flags END_HEADERS, PRIORITY. 
2024-05-08 17:52:20.9270 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3FB5MG46P8" received DATA frame for stream ID 1 with length 102 and flags END_STREAM. 
