2024-05-03 09:53:15.9083 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5304FBN3" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-05-03 10:42:55.0286 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" received HEADERS frame for stream ID 5 with length 58 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-03 10:42:55.0286 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-03 10:42:55.0454 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending HEADERS frame for stream ID 3 with length 90 and flags END_HEADERS. 
2024-05-03 10:42:55.0454 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 3 with length 11990 and flags NONE. 
2024-05-03 10:42:55.0454 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending HEADERS frame for stream ID 5 with length 119 and flags END_HEADERS. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 9986 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2489 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2489 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2489 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2489 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2489 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2489 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2489 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2489 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2489 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2489 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2489 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2489 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2489 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2489 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2489 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:42:55.2832 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 9517 and flags NONE. 
2024-05-03 10:42:55.2979 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM. 
2024-05-03 10:42:55.3607 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" received HEADERS frame for stream ID 7 with length 66 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-03 10:42:55.3607 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-03 10:42:55.8982 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending HEADERS frame for stream ID 7 with length 65 and flags END_HEADERS. 
2024-05-03 10:42:55.8982 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 7 with length 13424 and flags NONE. 
2024-05-03 10:42:55.8982 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2C" sending DATA frame for stream ID 7 with length 0 and flags END_STREAM. 
2024-05-03 10:43:50.6559 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2D" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-05-03 10:43:50.6559 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2D" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-03 10:43:50.6559 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2D" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2024-05-03 10:43:50.6559 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2D" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-03 10:43:50.6559 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2D" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-03 10:43:50.6559 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2D" received HEADERS frame for stream ID 1 with length 438 and flags END_HEADERS, PRIORITY. 
2024-05-03 10:43:50.6559 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-03 10:43:50.6559 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2D" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-03 10:43:50.6559 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B5UNO4C2D" received DATA frame for stream ID 1 with length 2870 and flags END_STREAM. 
2024-05-03 10:43:53.3804 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-05-03 10:43:53.3804 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-05-03 10:43:53.3804 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. 
2024-05-03 10:43:53.3804 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. 
2024-05-03 10:43:53.3900 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method Job_Finder.Controllers.CLJOS01Controller.AddJobSeeker (Job_Finder) with arguments (Job_Finder.Model.DTO.DtoJOS01) 
2024-05-03 10:58:38.6315 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-05-03 10:58:38.6315 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-03 10:58:38.6315 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2024-05-03 10:58:38.6385 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-03 10:58:38.6385 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-03 10:58:38.6385 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" received HEADERS frame for stream ID 1 with length 454 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-03 10:58:38.6905 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-03 10:58:38.7332 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-03 10:58:39.6793 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending HEADERS frame for stream ID 1 with length 66 and flags END_HEADERS. 
2024-05-03 10:58:40.1321 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-03 10:58:40.1321 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-03 10:58:40.1321 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-03 10:58:40.1321 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-03 10:58:40.1321 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 1 with length 992 and flags NONE. 
2024-05-03 10:58:40.1321 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 1 with length 65 and flags NONE. 
2024-05-03 10:58:40.1321 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 1 with length 16 and flags NONE. 
2024-05-03 10:58:40.1542 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM. 
2024-05-03 10:58:40.3546 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" received HEADERS frame for stream ID 3 with length 109 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-03 10:58:40.3607 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" received HEADERS frame for stream ID 5 with length 57 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-03 10:58:40.3607 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-03 10:58:40.3607 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-03 10:58:40.3794 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending HEADERS frame for stream ID 3 with length 90 and flags END_HEADERS. 
2024-05-03 10:58:40.3794 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 3 with length 11990 and flags NONE. 
2024-05-03 10:58:40.3794 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM. 
2024-05-03 10:58:40.4907 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending HEADERS frame for stream ID 5 with length 149 and flags END_HEADERS. 
2024-05-03 10:58:40.4907 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 5 with length 9986 and flags NONE. 
2024-05-03 10:58:40.4907 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:58:40.4907 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:58:40.4907 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:58:40.4907 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:58:40.4907 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:58:40.4907 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:58:40.4907 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:58:40.4907 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:58:40.4907 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:58:40.4907 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:58:40.4907 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:58:40.4907 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:58:40.4907 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:58:40.4907 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-03 10:58:40.4907 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3B67HCSVEA" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
