2024-05-30 11:08:49.7473 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40DB3UODPG" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-05-30 12:07:53.3373 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 1 with length 16 and flags NONE. 
2024-05-30 12:07:53.3623 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM. 
2024-05-30 12:07:53.3623 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" received HEADERS frame for stream ID 3 with length 115 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-30 12:07:53.3623 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" received HEADERS frame for stream ID 5 with length 58 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-30 12:07:53.3623 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-30 12:07:53.4005 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-30 12:07:53.6060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending HEADERS frame for stream ID 3 with length 90 and flags END_HEADERS. 
2024-05-30 12:07:53.6060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 3 with length 11990 and flags NONE. 
2024-05-30 12:07:53.6120 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM. 
2024-05-30 12:07:54.4679 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending HEADERS frame for stream ID 5 with length 149 and flags END_HEADERS. 
2024-05-30 12:07:54.4679 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 9986 and flags NONE. 
2024-05-30 12:07:54.4679 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.4679 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.4679 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.4679 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.4679 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.4679 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5114 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5114 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5114 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5114 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5114 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5114 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5114 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5332 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5494 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5494 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5494 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5494 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5494 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5494 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5494 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5494 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5494 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5494 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5494 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5494 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5494 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5494 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5494 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5494 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5494 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5790 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5790 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5790 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5790 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5790 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5790 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5790 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5790 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5790 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5790 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5790 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5790 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5790 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5790 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5790 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5790 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5790 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5790 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5803 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5803 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5803 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:54.5803 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:55.0689 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:55.0689 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:55.0689 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:55.0689 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-30 12:07:55.0689 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 9517 and flags NONE. 
2024-05-30 12:07:55.0689 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM. 
2024-05-30 12:07:55.3323 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B5" sending GOAWAY frame for stream ID 0 with length 8 and flags 0x0. 
2024-05-30 12:07:55.4902 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B6" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-05-30 12:07:55.4902 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B6" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-30 12:07:55.4902 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B6" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2024-05-30 12:07:55.4902 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B6" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-30 12:07:55.4902 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B6" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-30 12:07:55.4902 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B6" received HEADERS frame for stream ID 1 with length 382 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-30 12:07:55.5170 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-30 12:07:55.5732 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B6" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-30 12:07:57.0563 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B6" sending HEADERS frame for stream ID 1 with length 73 and flags END_HEADERS. 
2024-05-30 12:07:57.0563 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B6" sending DATA frame for stream ID 1 with length 16384 and flags NONE. 
2024-05-30 12:07:57.0563 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B6" sending DATA frame for stream ID 1 with length 5809 and flags NONE. 
2024-05-30 12:07:57.0563 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B6" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM. 
2024-05-30 12:08:52.2577 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B7" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-05-30 12:08:52.2577 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B7" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-30 12:08:52.2577 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B7" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2024-05-30 12:08:52.2577 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B7" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-30 12:08:52.2577 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B7" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-30 12:08:52.2577 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B7" received HEADERS frame for stream ID 1 with length 425 and flags END_HEADERS, PRIORITY. 
2024-05-30 12:08:52.2577 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B7" received DATA frame for stream ID 1 with length 114 and flags END_STREAM. 
2024-05-30 12:08:52.2577 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-30 12:08:52.2577 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B7" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-30 12:08:52.5681 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-05-30 12:08:52.5681 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-05-30 12:08:52.5681 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. 
2024-05-30 12:08:52.5681 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. 
2024-05-30 12:08:52.5681 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method Job_Finder.Controllers.CLRegistrationController.Registration (Job_Finder) with arguments (Job_Finder.Model.DTO.DtoUSR01) 
2024-05-30 12:09:26.0744 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. 
2024-05-30 12:09:26.0744 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. 
2024-05-30 12:09:26.0744 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-05-30 12:09:26.0744 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-05-30 12:09:26.6356 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B7" sending HEADERS frame for stream ID 1 with length 68 and flags END_HEADERS. 
2024-05-30 12:09:26.6356 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B7" sending DATA frame for stream ID 1 with length 3144 and flags NONE. 
2024-05-30 12:09:26.6356 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B7" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM. 
2024-05-30 12:09:26.6356 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B7" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-30 12:09:36.2196 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B8" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-05-30 12:09:36.2196 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B8" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-30 12:09:36.2196 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B8" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2024-05-30 12:09:36.2196 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B8" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-30 12:09:36.2196 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B8" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-30 12:09:36.2196 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B8" received HEADERS frame for stream ID 1 with length 425 and flags END_HEADERS, PRIORITY. 
2024-05-30 12:09:36.2196 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B8" received DATA frame for stream ID 1 with length 115 and flags END_STREAM. 
2024-05-30 12:09:36.2196 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN40EC3NJ8B8" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-30 12:09:36.2231 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-30 12:09:36.2388 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-05-30 12:09:36.2388 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-05-30 12:09:36.2388 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. 
2024-05-30 12:09:36.2388 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. 
2024-05-30 12:09:36.2388 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method Job_Finder.Controllers.CLRegistrationController.Registration (Job_Finder) with arguments (Job_Finder.Model.DTO.DtoUSR01) 
2024-05-30 12:09:38.6690 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. 
2024-05-30 12:09:38.6690 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter. 
2024-05-30 12:09:38.6690 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
