2024-05-02 13:26:21.8283 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AFLDK3UQI" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-05-02 15:11:04.2369 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-02 15:11:04.2369 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-02 15:11:04.2540 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-02 15:11:04.2540 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-02 15:11:04.2540 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-02 15:11:04.2676 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-02 15:11:04.2838 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-02 15:11:04.3308 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-02 15:11:04.3308 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-02 15:11:04.3515 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-02 15:11:04.3639 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-02 15:11:04.3639 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-02 15:11:04.3766 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-02 15:11:04.3962 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-02 15:11:04.4094 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-02 15:11:04.4094 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" sending DATA frame for stream ID 5 with length 10240 and flags NONE. 
2024-05-02 15:11:04.4238 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" sending DATA frame for stream ID 5 with length 9517 and flags NONE. 
2024-05-02 15:11:04.4410 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM. 
2024-05-02 15:11:04.5779 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" received HEADERS frame for stream ID 7 with length 66 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-02 15:11:04.6023 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-02 15:11:05.4771 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" sending HEADERS frame for stream ID 7 with length 65 and flags END_HEADERS. 
2024-05-02 15:11:05.4771 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" sending DATA frame for stream ID 7 with length 11653 and flags NONE. 
2024-05-02 15:11:05.4871 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AHFSPJATT" sending DATA frame for stream ID 7 with length 0 and flags END_STREAM. 
2024-05-02 15:44:31.3004 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE. 
2024-05-02 15:44:31.3203 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-02 15:44:31.3334 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2024-05-02 15:44:31.3493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-02 15:44:31.3493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2024-05-02 15:44:31.3493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" received HEADERS frame for stream ID 1 with length 454 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-02 15:44:31.4228 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2024-05-02 15:44:31.7414 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-02 15:44:32.3055 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending HEADERS frame for stream ID 1 with length 66 and flags END_HEADERS. 
2024-05-02 15:44:32.4498 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-02 15:44:32.4498 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-02 15:44:32.4582 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-02 15:44:32.4746 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 1 with length 1024 and flags NONE. 
2024-05-02 15:44:32.4746 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 1 with length 992 and flags NONE. 
2024-05-02 15:44:32.4896 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 1 with length 65 and flags NONE. 
2024-05-02 15:44:32.4896 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 1 with length 16 and flags NONE. 
2024-05-02 15:44:32.5060 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" received HEADERS frame for stream ID 3 with length 115 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-02 15:44:32.5216 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" received HEADERS frame for stream ID 5 with length 51 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-02 15:44:32.5216 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-02 15:44:32.5216 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-02 15:44:32.6025 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM. 
2024-05-02 15:44:32.6025 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending HEADERS frame for stream ID 5 with length 60 and flags END_HEADERS. 
2024-05-02 15:44:32.6166 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 5 with length 11990 and flags NONE. 
2024-05-02 15:44:32.6526 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM. 
2024-05-02 15:44:32.6656 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending HEADERS frame for stream ID 3 with length 149 and flags END_HEADERS. 
2024-05-02 15:44:32.6958 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 9986 and flags NONE. 
2024-05-02 15:44:32.7098 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.7098 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.7098 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.7241 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.7241 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.7403 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.7403 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.7568 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.7568 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.7714 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.7714 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.7714 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.7863 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.7863 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.8022 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.8022 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.8022 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.8227 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.8227 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.8359 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.8359 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.8493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.8493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.8493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.8644 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.8644 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.8644 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.8802 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.8802 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.8802 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.8802 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.8964 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.8964 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.9137 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.9137 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.9137 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.9273 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.9273 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.9446 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.9446 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.9582 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.9582 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.9582 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.9742 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.9742 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.9897 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.9897 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:32.9897 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.0066 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.0066 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.0066 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.0236 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.0236 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.0364 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.0364 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.0364 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.0525 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.0525 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.0525 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.0689 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.0689 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.0856 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.0856 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.1018 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.1145 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.1939 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.2109 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.2109 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.2109 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.2248 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.2248 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.2393 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 10240 and flags NONE. 
2024-05-02 15:44:33.2393 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 9517 and flags NONE. 
2024-05-02 15:44:33.2393 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM. 
2024-05-02 15:44:33.2900 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" received HEADERS frame for stream ID 7 with length 66 and flags END_STREAM, END_HEADERS, PRIORITY. 
2024-05-02 15:44:33.2900 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-02 15:44:33.7878 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending HEADERS frame for stream ID 7 with length 65 and flags END_HEADERS. 
2024-05-02 15:44:33.7878 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 7 with length 11653 and flags NONE. 
2024-05-02 15:44:33.7878 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN3AI2K26BD9" sending DATA frame for stream ID 7 with length 0 and flags END_STREAM. 
2024-05-02 15:45:14.8129 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed. 
2024-05-02 15:45:14.9905 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Resource Filter: Before executing OnResourceExecuting on filter Microsoft.AspNetCore.Mvc.ConsumesAttribute. 
2024-05-02 15:45:14.9905 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Resource Filter: After executing OnResourceExecuting on filter Microsoft.AspNetCore.Mvc.ConsumesAttribute. 
2024-05-02 15:45:17.9125 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-05-02 15:45:17.9125 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter. 
2024-05-02 15:45:17.9527 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter. 
2024-05-02 15:45:17.9614 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter | Replacing Microsoft.AspNetCore.Mvc.UnsupportedMediaTypeResult with status code 415 with Microsoft.AspNetCore.Mvc.ObjectResult. 
2024-05-02 15:45:17.9757 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter. 
2024-05-02 15:45:17.9933 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Before executing action result Microsoft.AspNetCore.Mvc.ObjectResult. 
2024-05-02 15:45:18.0727 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | After executing action result Microsoft.AspNetCore.Mvc.ObjectResult. 
2024-05-02 15:45:18.0727 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter. 
2024-05-02 15:45:18.0840 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter. 
2024-05-02 15:45:18.0840 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Resource Filter: Before executing OnResourceExecuted on filter Microsoft.AspNetCore.Mvc.ConsumesAttribute. 
